p_median,p_lb95,p_ub95,p_lb68,p_ub68
1.14674489980652,0.983426664329941,1.34412982741401,1.05935902959203,1.24525438727521
1.21425126850001,1.03600516650466,1.42578940690709,1.12029403094529,1.31944196863033
1.33925608148892,1.13736273928149,1.58083546879764,1.23140280050152,1.45469498877414
1.48797998788561,1.25995236450525,1.7510686149534,1.36776536631575,1.61358372680946
1.6437358473867,1.39625085137135,1.91814722532689,1.51443339001228,1.77655441997765
1.90721971401825,1.63195824390676,2.19573204663056,1.76636101555065,2.05028170506014
2.15873062673567,1.87151389389377,2.44677382983339,2.00721495339591,2.30636434585954
2.54187941568231,2.22708211592557,2.8614144687262,2.38102673803319,2.69552434462373
2.89027364958405,2.53835455723443,3.23879736410098,2.7068437680015,3.05640674613197
3.45304484705388,3.0100942303845,3.91832756633576,3.22907371361699,3.67243994229128
3.93304131113323,3.39193255536566,4.5128144055538,3.65315670712588,4.20641255291893
4.09684372679782,3.48730482025195,4.75010633676802,3.78191339011197,4.41437922558453
4.12318646087,3.53336780277093,4.74230789454365,3.82193176420865,4.43162246686631
4.35117764626825,3.75608643011961,4.9632117867017,4.04063356450743,4.66620466884824
4.49726208088498,3.91002810282343,5.09432630585756,4.18392826025823,4.80410022760457
4.54859484985368,3.97893721954799,5.12354352093949,4.25263628448844,4.83985837454395
4.44963848598275,3.97123211190359,4.9701530435804,4.20338404175416,4.71662904014797
4.26154696774192,3.83342514802406,4.70643374896403,4.03268751464247,4.49339186577556
4.09035896545954,3.54483859319759,4.51585759398079,3.82538062297883,4.32211841306324
3.93799185251857,3.3406985605627,4.41267689418637,3.61389927850214,4.19657292633344
3.65274526507328,3.14028341378874,4.16833781688852,3.33823878918762,3.94345713811979
3.48591955166131,3.04874963584374,4.02899479819254,3.22216469582741,3.80144621484118
3.4003721539738,3.01427026990097,3.98052445972227,3.1694605615363,3.73588501802748
3.28403540178426,2.93779525032577,3.84104276477326,3.0788107145699,3.59471530925227
3.20598866601646,2.88542717667037,3.70510703026082,3.01889279087446,3.4676110194462
3.17112015524192,2.86925929789799,3.58522031456364,3.00510592062261,3.37890141386862
3.12654730852711,2.84092837559709,3.47177005499164,2.97993860454603,3.29557716948794
2.98486053815185,2.73202676096327,3.24195416394229,2.85498579890019,3.1131275971317
2.88332016192479,2.65167926795169,3.10156275192148,2.76670835647042,2.99642449754372
2.7904111922072,2.5798679953998,2.9919426977453,2.68482275907864,2.89340814237042
2.70769303451297,2.50879718729229,2.90894816722258,2.60748003306094,2.80907163532128
2.57199896603626,2.38639642116064,2.76669872968683,2.4716674880627,2.66871747884503
2.40148281395906,2.22224515788735,2.58737295423746,2.3021811379313,2.4985379555182
2.15680610099812,1.99380290127565,2.32850591996508,2.06953460473044,2.24322556393415
1.90626261883475,1.75416747510028,2.06474587777025,1.82259979107164,1.98904801250488
1.7929693415397,1.6438242339403,1.94975698851668,1.71365612881564,1.87262285748523
1.64173876537311,1.49702541807593,1.79132400737605,1.56601117976852,1.71886651092073
1.50426903117805,1.36798071566553,1.65029808113298,1.43334968853334,1.58055629740441
1.31617085447281,1.18713517546157,1.45898436551192,1.24897319889021,1.38908699918041
1.18544446617647,1.06117489396604,1.32755637004514,1.12147710581312,1.25769211621812
1.10456350157449,0.969715515888278,1.25572964068859,1.03586305965601,1.17973562561783
1.06393249971168,0.917778858206848,1.2243615754015,0.988984079859826,1.14182275665176
1.01523685524863,0.864034247437404,1.17814283582063,0.938937519766962,1.09506112853441
0.804460332348036,0.690675097328415,0.94215509339612,0.743747525055349,0.871042877624293
0.745379757043322,0.633405245995336,0.882172976994803,0.684844290932191,0.809483407834801
0.688117314272185,0.577090254685199,0.826807139921445,0.627736883052814,0.75193024353749
0.656713805513872,0.537517255371546,0.812523491553086,0.591965993429138,0.726307944680821
0.65345716824921,0.52287590329186,0.834231957968722,0.58284161682364,0.734184551021348
0.669305082203394,0.522666118412914,0.890993938887931,0.586292754556129,0.769297851120186
0.709708109294405,0.540360433721494,0.975710317323474,0.611297771882382,0.828916940793732
0.756080897010839,0.563247741404825,1.04995197959471,0.646261948694693,0.893758178431547
0.839668478102649,0.610098497799823,1.21715501157178,0.710133074664448,0.993396267262201
0.940933467447842,0.679103033155198,1.45856666953247,0.798344213070428,1.13442821159344
1.17092920977474,0.8313473807378,1.79982363621859,0.995528221868372,1.39969914095279
1.4805626126424,1.03979336151778,2.08012381099776,1.25511999974329,1.72200645025378
2.07247868837462,1.47626409677132,2.64677739474964,1.77369396806259,2.36032156161476
2.71482297578332,2.03004488031684,3.29979626753035,2.37546668016609,3.01912476156186
3.45281680851258,2.79702398356091,4.03346095956067,3.12643624650675,3.7335383253571
3.84488289589912,3.23440381454818,4.50563298540425,3.53130165899256,4.1522486443902
4.14811453749547,3.46213472712262,4.91273182925751,3.82136310074895,4.50654544159421
4.67685948797432,3.89964540425858,5.52518972304899,4.30354981417656,5.09359069817988
4.93546130104246,4.12816777627642,5.82263668578714,4.52813969044355,5.37436785762414
4.82792295113108,4.11891971196163,5.6227756743107,4.47676274747274,5.23235527825
4.55852034437351,3.93750070182343,5.21718481602473,4.2549787209506,4.91080519455778
4.2460954967803,3.56368170471972,4.84791652924588,3.90130059775505,4.55298832133821
3.96237355639171,3.25839405684672,4.56053464234282,3.56603183203599,4.28579436019459
3.72809972710606,3.1068409202946,4.42948256039364,3.33562830816117,4.13147813067099
3.64168945335112,3.09820223599439,4.46513237132964,3.28636038569219,4.13841381309583
3.4778232217801,3.05040864716724,4.4110197256448,3.2087583978846,4.05739588244851
3.34079065514955,2.97814218337436,4.2120445428263,3.12506615802198,3.87130383598762
3.28105706459805,2.94131934809752,4.07635297605,3.08383964188377,3.74044642080045
3.21759352110971,2.88204975872783,3.95914246626287,3.02478094338591,3.63354500855014
3.12779239788792,2.803476809057,3.80042649646915,2.94100041971049,3.49224253679196
3.00348931521752,2.70589103473132,3.52919811257894,2.83474326805455,3.25588662167914
2.86871974952882,2.59538656049068,3.26060341368375,2.7193648663726,3.04892849927824
2.69750858903164,2.43482083729564,3.01656057393012,2.55338663870179,2.8484846016417
2.62640462415988,2.356877641854,2.89359844116415,2.48252101317981,2.76241228265385
2.54039496659944,2.27163744971258,2.76605911029565,2.4067840802412,2.65874009130383
2.48122085206809,2.22732019655685,2.6914659480163,2.35978663045481,2.59245755213114
2.35445010523473,2.15464427128133,2.55116265486578,2.24934922810827,2.45363381042665
2.18364196097853,1.99030604982329,2.37926085840433,2.07915413463761,2.28376264502312
2.05704597759103,1.85614897210257,2.25086008906201,1.94805639293978,2.15816342767831
1.85784074786242,1.66569928538363,2.04238885278351,1.75489179383015,1.9550254970444
1.55731831784667,1.40207759663411,1.71900721724595,1.47441048945274,1.6385025752661
1.28673808239061,1.14170084855295,1.4433144687747,1.21410755473767,1.36596617655221
1.14308535491423,1.00066841473804,1.29639670326915,1.06922952763928,1.22120929457968
1.03287406019903,0.885501307587054,1.1881460151709,0.955437582127095,1.11090174368602
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
