t,p,sd_p,lsd_p,tc,mld,dmld,light,n0
299.993135,2.039773585,1.059294792,0.488646268,296,23.87227631,0.317929983,44.54286936,6.260020447
308.01328,1.899628679,0.997444075,0.49345364,304,26.41571617,0.417397738,43.86203024,5.44533384
315.988895,1.585587925,1.119242113,0.635856247,312,29.75489807,1.113672256,42.43977914,4.684364406
324.008675,1.512984151,1.269273358,0.729968311,320,38.66427612,1.113672256,36.46002492,3.752813103
331.98429,1.427959245,1.035950189,0.650274274,328,47.57365417,1.113672256,30.99150576,2.913122058
340.004435,1.39085283,0.981810415,0.635871593,336,56.48303223,0.692024708,24.79853502,3.062476199
347.979685,1.125484981,0.891911698,0.698109171,344,62.01922989,-0.010721207,21.80865791,3.679761067
355.99983,2.126780377,1.306864755,0.565979476,352,61.93346024,-0.010721684,18.86966202,3.712681292
362.014665,2.674850566,1.552251925,0.538750032,360,61.84768677,0.265512943,18.37781027,3.744143715
369.00989,1.284184151,1.049922717,0.715462693,365,63.97179031,0.972746372,18.78243708,4.055926361
376.985505,1.487003774,1.865811774,0.972425565,373,71.75376129,-0.109647751,21.84984747,5.112725287
385.00565,1.102302943,1.118089811,0.841111414,381,70.87657928,-0.109647751,23.12430076,5.003483896
392.9809,1.514514717,1.145298264,0.672502819,389,69.99939728,-0.109647751,25.71924272,4.892685083
401.001045,1.391441509,0.924492075,0.60468669,397,69.12221527,-0.15372467,24.31637494,4.815640454
409.020825,1.863719245,1.382639849,0.662189987,405,67.89241791,-0.285955429,26.44854014,4.936700169
416.99644,1.639864151,1.059518038,0.59064127,413,65.60477448,-0.285955429,30.90185791,4.912668756
425.016585,2.04464,1.061215396,0.488397908,421,63.31713104,-0.285955429,38.70122129,4.889421679
432.991835,1.960596226,1.626254792,0.72357173,429,61.02948761,-0.38801527,43.18603696,4.4954608
441.01198,2.023879245,0.888014189,0.419603108,437,57.92536545,-0.42203474,56.30369877,3.796308657
448.987595,2.236529811,1.157998943,0.487345028,445,54.54908752,-0.422035217,62.78741931,3.100516083
457.007375,1.827976604,0.714182792,0.376905493,453,51.17280579,-0.42203474,70.69096804,2.444454233
464.98299,3.360710943,1.843038491,0.512778194,461,47.79652786,-0.753379822,78.57271053,2.294191016
473.00277,2.685338868,1.03576634,0.372417501,469,41.76948929,-0.800714493,81.71280837,2.303215677
480.978385,2.994375849,0.811318189,0.266163094,477,35.36377335,-0.800714493,81.97690611,2.351124438
488.99853,3.886872453,1.223465962,0.307364419,485,28.9580574,-0.701049805,91.26151639,2.45837351
497.01831,5.079340377,1.341069132,0.259589052,493,23.34965897,-0.003396034,99.93070626,2.63366776
504.993925,8.110881509,3.532992302,0.416810821,501,23.32249069,-0.003396034,104.6456989,2.839139915
513.01407,6.30618717,2.655535547,0.404036024,509,23.29532242,-0.003396034,104.0254326,3.044651332
520.98932,6.527393208,2.13608,0.318961459,517,23.26815414,-0.078730106,99.31044002,3.218815356
529.009465,10.20061434,5.234483623,0.483475486,525,22.63831329,-0.304732084,100.6769641,3.169436692
536.984715,8.37593434,3.388206189,0.389291322,533,20.20045662,-0.304732084,106.1842499,3.098895651
545.00486,7.985375094,2.85807366,0.347183883,541,17.76259995,-0.304732203,103.4342414,3.077581491
552.980475,6.458664906,1.763549736,0.268158018,549,15.32474232,-0.192574739,111.7424169,3.097035999
561.000255,4.329941887,2.02653917,0.44505387,557,13.7841444,-0.080417514,114.8825147,3.197477503
569.0204,3.990038491,1.08337766,0.266706687,565,13.14080429,-0.080417514,114.0926444,3.286132049
576.996015,3.471304151,1.320194566,0.367547001,573,12.49746418,-0.080417395,101.5419447,3.374620571
585.015795,3.257515472,1.030816151,0.308923363,581,11.85412502,0.058675289,110.0802972,3.422823437
592.99141,3.073886792,1.207464453,0.378809012,589,12.32352734,0.142130971,111.3789796,3.416955908
601.01119,3.2006,1.124559396,0.341184798,597,13.4605751,0.142130971,101.0937055,3.402742811
608.986805,2.934203019,1.034732679,0.342363531,605,14.59762287,0.142130971,93.65051058,3.388529714
617.00695,3.118194717,1.205578264,0.373242609,613,15.73467064,0.195962667,82.61897858,4.249924086
624.9822,3.236813585,1.317308226,0.391486723,621,17.30237198,0.213906527,79.11059766,5.633745384
633.002345,3.06733283,1.022676981,0.324662962,629,19.01362419,0.213906527,78.55817304,7.019144031
640.97796,2.847726038,1.127076075,0.381472869,637,20.7248764,0.213906527,66.91848938,8.404612247
648.99774,3.204200755,1.282846189,0.385578821,645,22.43612862,0.423452377,57.31163141,7.861112322
657.017885,2.343973585,1.692335547,0.647726251,653,25.82374763,0.423452377,50.76249217,7.027767605
664.993135,2.120618868,1.156848,0.510405195,661,29.21136665,0.423452139,48.44860834,6.203339975
673.01328,1.779322264,1.168255094,0.598694528,669,32.59898376,0.380850315,41.85827954,5.323504603
680.988895,2.025429434,1.131133887,0.5210227,677,35.64578629,0.082633972,38.46377562,4.521215998
689.008675,1.76413434,1.267750792,0.645254529,685,36.30685806,0.082634449,33.19635841,3.807371615
696.98429,1.375969057,1.057199849,0.681133796,693,36.96793365,0.082633972,28.82057392,3.100737254
705.004435,1.294809811,1.029742491,0.70007071,701,37.62900543,0.460773945,24.51747688,2.501629274
712.979685,1.005113811,1.192295849,0.937251135,709,41.31519699,1.09100771,21.40160819,2.249814465
720.99983,0.332987472,0.577025962,1.177713386,717,50.04325867,1.09100771,20.24103191,2.277833136
727.014665,0.771821283,0.603099925,0.690359705,725,58.77132034,-2.19815588,21.00667305,3.346768472
734.020876,0.822882264,0.711382189,0.74706545,730,41.1860733,0.086915493,20.11504033,1.66843643
742.018342,1.241531321,1.159088906,0.791703645,738,41.88139725,0.838459492,21.82077249,1.72210222
750.06046,1.198548981,1.11925117,0.791856298,746,48.58907318,0.838459492,23.75425866,2.086641705
758.05756,1.209117736,1.299163019,0.876101571,754,55.29674911,0.838459015,28.16638687,2.87685775
766.099678,1.145246038,0.814273208,0.639641867,762,62.00442123,0.252835751,29.36330688,3.797649777
774.14143,1.653992453,0.860537509,0.489448907,770,64.02710724,-1.504035473,32.86441906,4.367928269
782.138896,1.515358491,0.985685132,0.594002845,778,51.99482346,-1.504035473,37.14813278,3.003870683
790.181014,2.224089057,1.271159396,0.531661873,786,39.96253967,-1.504035711,44.19639251,2.630678158
798.178114,3.277118491,1.953058566,0.551301119,794,27.93025398,-0.191411495,48.35169174,2.276472102
806.220232,3.559449057,1.667138868,0.44534778,802,26.39896202,0.246129751,54.09884612,2.064772831
814.217698,2.665127547,1.082847396,0.390884993,810,28.36800003,0.24612999,58.59577636,1.904245523
822.25945,3.535843019,1.753802415,0.468995445,818,30.33703995,0.24612999,66.44117513,1.73932847
