lon,lat,w_median,w_lb68,w_ub68,w_lb95,w_ub95
109.5,29.5,1.293117,1.22846115,1.35777285,1.1638053,1.4224287
41.5,41.5,1.299723,1.23473685,1.36470915,1.1697507,1.4296953
50.5,57.5,1.300382,1.2353629,1.3654011,1.1703438,1.4304202
-102.5,45.5,1.315664,1.2498808,1.3814472,1.1840976,1.4472304
143.5,-16.5,1.32002,1.254019,1.386021,1.188018,1.452022
-51.5,-27.5,1.322483,1.25635885,1.38860715,1.1902347,1.4547313
44.5,19.5,1.324672,1.2584384,1.3909056,1.1922048,1.4571392
36.5,-1.5,1.332382,1.2657629,1.3990011,1.1991438,1.4656202
55.5,55.5,1.33927,1.2723065,1.4062335,1.205343,1.473197
106.5,25.5,1.341233,1.27417135,1.40829465,1.2071097,1.4753563
35.5,46.5,1.347419,1.28004805,1.41478995,1.2126771,1.4821609
-55.5,-21.5,1.358889,1.29094455,1.42683345,1.2230001,1.4947779
84.5,20.5,1.359116,1.2911602,1.4270718,1.2232044,1.4950276
79.5,51.5,1.362666,1.2945327,1.4307993,1.2263994,1.4989326
145.5,-32.5,1.371321,1.30275495,1.43988705,1.2341889,1.5084531
21.5,-10.5,1.372216,1.3036052,1.4408268,1.2349944,1.5094376
100.5,23.5,1.377,1.30815,1.44585,1.2393,1.5147
113.5,23.5,1.395272,1.3255084,1.4650356,1.2557448,1.5347992
127.5,42.5,1.399499,1.32952405,1.46947395,1.2595491,1.5394489
-75.5,46.5,1.401696,1.3316112,1.4717808,1.2615264,1.5418656
115.5,-30.5,1.403676,1.3334922,1.4738598,1.2633084,1.5440436
77.5,30.5,1.412298,1.3416831,1.4829129,1.2710682,1.5535278
83.5,22.5,1.413279,1.34261505,1.48394295,1.2719511,1.5546069
93.5,27.5,1.426224,1.3549128,1.4975352,1.2836016,1.5688464
-104.5,44.5,1.436823,1.36498185,1.50866415,1.2931407,1.5805053
8.5,13.5,1.461907,1.38881165,1.53500235,1.3157163,1.6080977
-54.5,-31.5,1.471029,1.39747755,1.54458045,1.3239261,1.6181319
20.5,-8.5,1.479415,1.40544425,1.55338575,1.3314735,1.6273565
10.5,6.5,1.486599,1.41226905,1.56092895,1.3379391,1.6352589
40.5,6.5,1.486866,1.4125227,1.5612093,1.3381794,1.6355526
35.5,-2.5,1.489602,1.4151219,1.5640821,1.3406418,1.6385622
21.5,-21.5,1.497038,1.4221861,1.5718899,1.3473342,1.6467418
71.5,33.5,1.502285,1.42717075,1.57739925,1.3520565,1.6525135
14.5,-10.5,1.504466,1.4292427,1.5796893,1.3540194,1.6549126
85.5,47.5,1.504839,1.42959705,1.58008095,1.3543551,1.6553229
25.5,-22.5,1.505657,1.43037415,1.58093985,1.3550913,1.6562227
48.5,52.5,1.510169,1.43466055,1.58567745,1.3591521,1.6611859
116.5,-33.5,1.518792,1.4428524,1.5947316,1.3669128,1.6706712
51.5,55.5,1.519763,1.44377485,1.59575115,1.3677867,1.6717393
-53.5,-29.5,1.527216,1.4508552,1.6035768,1.3744944,1.6799376
34.5,48.5,1.528396,1.4519762,1.6048158,1.3755564,1.6812356
33.5,11.5,1.531388,1.4548186,1.6079574,1.3782492,1.6845268
19.5,-9.5,1.548472,1.4710484,1.6258956,1.3936248,1.7033192
-66.5,-28.5,1.571812,1.4932214,1.6504026,1.4146308,1.7289932
-101.5,29.5,1.598146,1.5182387,1.6780533,1.4383314,1.7579606
34.5,-0.5,1.60134,1.521273,1.681407,1.441206,1.761474
94.5,32.5,1.607684,1.5272998,1.6880682,1.4469156,1.7684524
-99.5,50.5,1.608566,1.5281377,1.6889943,1.4477094,1.7694226
-95.5,41.5,1.608901,1.52845595,1.68934605,1.4480109,1.7697911
-100.5,34.5,1.615413,1.53464235,1.69618365,1.4538717,1.7769543
110.5,25.5,1.627722,1.5463359,1.7091081,1.4649498,1.7904942
143.5,-38.5,1.629614,1.5481333,1.7110947,1.4666526,1.7925754
-57.5,-23.5,1.631097,1.54954215,1.71265185,1.4679873,1.7942067
92.5,43.5,1.640045,1.55804275,1.72204725,1.4760405,1.8040495
5.5,9.5,1.6421,1.559995,1.724205,1.47789,1.80631
-52.5,-24.5,1.65726,1.574397,1.740123,1.491534,1.822986
23.5,56.5,1.673191,1.58953145,1.75685055,1.5058719,1.8405101
-101.5,51.5,1.675911,1.59211545,1.75970655,1.5083199,1.8435021
16.5,-12.5,1.681467,1.59739365,1.76554035,1.5133203,1.8496137
21.5,13.5,1.684097,1.59989215,1.76830185,1.5156873,1.8525067
4.5,11.5,1.68689,1.6025455,1.7712345,1.518201,1.855579
17.5,10.5,1.688312,1.6038964,1.7727276,1.5194808,1.8571432
28.5,47.5,1.69951,1.6145345,1.7844855,1.529559,1.869461
77.5,41.5,1.700449,1.61542655,1.78547145,1.5304041,1.8704939
33.5,0.5,1.706892,1.6215474,1.7922366,1.5362028,1.8775812
37.5,-1.5,1.70791,1.6225145,1.7933055,1.537119,1.878701
-89.5,31.5,1.709062,1.6236089,1.7945151,1.5381558,1.8799682
46.5,42.5,1.721933,1.63583635,1.80802965,1.5497397,1.8941263
23.5,-11.5,1.725721,1.63943495,1.81200705,1.5531489,1.8982931
71.5,22.5,1.729425,1.64295375,1.81589625,1.5564825,1.9023675
26.5,-15.5,1.76024,1.672228,1.848252,1.584216,1.936264
-100.5,23.5,1.760488,1.6724636,1.8485124,1.5844392,1.9365368
-110.5,48.5,1.767704,1.6793188,1.8560892,1.5909336,1.9444744
22.5,-26.5,1.774991,1.68624145,1.86374055,1.5974919,1.9524901
37.5,47.5,1.78551,1.6962345,1.8747855,1.606959,1.964061
81.5,24.5,1.785546,1.6962687,1.8748233,1.6069914,1.9641006
74.5,25.5,1.790628,1.7010966,1.8801594,1.6115652,1.9696908
49.5,31.5,1.79721,1.7073495,1.8870705,1.617489,1.976931
-105.5,48.5,1.797811,1.70792045,1.88770155,1.6180299,1.9775921
19.5,13.5,1.798636,1.7087042,1.8885678,1.6187724,1.9784996
110.5,36.5,1.806221,1.71590995,1.89653205,1.6255989,1.9868431
20.5,13.5,1.80732,1.716954,1.897686,1.626588,1.988052
-57.5,-34.5,1.810367,1.71984865,1.90088535,1.6293303,1.9914037
18.5,11.5,1.811106,1.7205507,1.9016613,1.6299954,1.9922166
-114.5,37.5,1.811199,1.72063905,1.90175895,1.6300791,1.9923189
7.5,9.5,1.811665,1.72108175,1.90224825,1.6304985,1.9928315
30.5,-9.5,1.820259,1.72924605,1.91127195,1.6382331,2.0022849
9.5,13.5,1.822135,1.73102825,1.91324175,1.6399215,2.0043485
-109.5,48.5,1.82475,1.7335125,1.9159875,1.642275,2.007225
96.5,31.5,1.825665,1.73438175,1.91694825,1.6430985,2.0082315
60.5,36.5,1.830886,1.7393417,1.9224303,1.6477974,2.0139746
-107.5,50.5,1.833181,1.74152195,1.92484005,1.6498629,2.0164991
44.5,48.5,1.834772,1.7430334,1.9265106,1.6512948,2.0182492
-59.5,-28.5,1.839302,1.7473369,1.9312671,1.6553718,2.0232322
-106.5,50.5,1.843014,1.7508633,1.9351647,1.6587126,2.0273154
-108.5,49.5,1.844568,1.7523396,1.9367964,1.6601112,2.0290248
73.5,25.5,1.846108,1.7538026,1.9384134,1.6614972,2.0307188
107.5,32.5,1.858203,1.76529285,1.95111315,1.6723827,2.0440233
6.5,13.5,1.86212,1.769014,1.955226,1.675908,2.048332
46.5,53.5,1.87155,1.7779725,1.9651275,1.684395,2.058705
26.5,55.5,1.876019,1.78221805,1.96981995,1.6884171,2.0636209
149.5,-31.5,1.888852,1.7944094,1.9832946,1.6999668,2.0777372
24.5,-28.5,1.898185,1.80327575,1.99309425,1.7083665,2.0880035
-65.5,45.5,1.912259,1.81664605,2.00787195,1.7210331,2.1034849
23.5,45.5,1.912575,1.81694625,2.00820375,1.7213175,2.1038325
45.5,-17.5,1.913122,1.8174659,2.0087781,1.7218098,2.1044342
-51.5,-16.5,1.917211,1.82135045,2.01307155,1.7254899,2.1089321
-99.5,28.5,1.923149,1.82699155,2.01930645,1.7308341,2.1154639
-117.5,55.5,1.936127,1.83932065,2.03293335,1.7425143,2.1297397
50.5,35.5,1.938632,1.8417004,2.0355636,1.7447688,2.1324952
144.5,-37.5,1.944104,1.8468988,2.0413092,1.7496936,2.1385144
-109.5,37.5,1.955187,1.85742765,2.05294635,1.7596683,2.1507057
-71.5,-52.5,1.957721,1.85983495,2.05560705,1.7619489,2.1534931
128.5,36.5,1.959759,1.86177105,2.05774695,1.7637831,2.1557349
-93.5,42.5,1.960769,1.86273055,2.05880745,1.7646921,2.1568459
-83.5,41.5,1.963718,1.8655321,2.0619039,1.7673462,2.1600898
28.5,-17.5,1.969481,1.87100695,2.06795505,1.7725329,2.1664291
-65.5,-32.5,1.969526,1.8710497,2.0680023,1.7725734,2.1664786
-64.5,-33.5,1.96995,1.8714525,2.0684475,1.772955,2.166945
-63.5,-33.5,1.96995,1.8714525,2.0684475,1.772955,2.166945
45.5,39.5,1.973129,1.87447255,2.07178545,1.7758161,2.1704419
-83.5,30.5,1.973861,1.87516795,2.07255405,1.7764749,2.1712471
-58.5,-32.5,1.984792,1.8855524,2.0840316,1.7863128,2.1832712
72.5,26.5,1.987545,1.88816775,2.08692225,1.7887905,2.1862995
22.5,40.5,1.988678,1.8892441,2.0881119,1.7898102,2.1875458
21.5,56.5,1.990575,1.89104625,2.09010375,1.7915175,2.1896325
-102.5,34.5,1.99169,1.8921055,2.0912745,1.792521,2.190859
-55.5,-32.5,1.996774,1.8969353,2.0966127,1.7970966,2.1964514
66.5,25.5,2.003575,1.90339625,2.10375375,1.8032175,2.2039325
78.5,24.5,2.026147,1.92483965,2.12745435,1.8235323,2.2287617
31.5,37.5,2.039015,1.93706425,2.14096575,1.8351135,2.2429165
19.5,-20.5,2.045135,1.94287825,2.14739175,1.8406215,2.2496485
-103.5,39.5,2.046802,1.9444619,2.1491421,1.8421218,2.2514822
43.5,49.5,2.049619,1.94713805,2.15209995,1.8446571,2.2545809
75.5,21.5,2.052224,1.9496128,2.1548352,1.8470016,2.2574464
-111.5,46.5,2.057533,1.95465635,2.16040965,1.8517797,2.2632863
9.5,46.5,2.066207,1.96289665,2.16951735,1.8595863,2.2728277
33.5,37.5,2.069451,1.96597845,2.17292355,1.8625059,2.2763961
122.5,40.5,2.071388,1.9678186,2.1749574,1.8642492,2.2785268
-3.5,38.5,2.071523,1.96794685,2.17509915,1.8643707,2.2786753
79.5,28.5,2.079399,1.97542905,2.18336895,1.8714591,2.2873389
126.5,46.5,2.08087,1.9768265,2.1849135,1.872783,2.288957
39.5,53.5,2.082336,1.9782192,2.1864528,1.8741024,2.2905696
69.5,30.5,2.092482,1.9878579,2.1971061,1.8832338,2.3017302
28.5,-28.5,2.094449,1.98972655,2.19917145,1.8850041,2.3038939
-70.5,-52.5,2.094833,1.99009135,2.19957465,1.8853497,2.3043163
19.5,48.5,2.098423,1.99350185,2.20334415,1.8885807,2.3082653
47.5,-21.5,2.099403,1.99443285,2.20437315,1.8894627,2.3093433
-103.5,50.5,2.11717,2.0113115,2.2230285,1.905453,2.328887
-98.5,33.5,2.125859,2.01956605,2.23215195,1.9132731,2.3384449
41.5,52.5,2.155816,2.0480252,2.2636068,1.9402344,2.3713976
-114.5,48.5,2.158771,2.05083245,2.26670955,1.9428939,2.3746481
117.5,30.5,2.162465,2.05434175,2.27058825,1.9462185,2.3787115
29.5,51.5,2.172962,2.0643139,2.2816101,1.9556658,2.3902582
115.5,43.5,2.17619,2.0673805,2.2849995,1.958571,2.393809
29.5,36.5,2.178318,2.0694021,2.2872339,1.9604862,2.3961498
18.5,48.5,2.182482,2.0733579,2.2916061,1.9642338,2.4007302
-62.5,-32.5,2.189243,2.07978085,2.29870515,1.9703187,2.4081673
-96.5,47.5,2.194455,2.08473225,2.30417775,1.9750095,2.4139005
-68.5,45.5,2.222659,2.11152605,2.33379195,2.0003931,2.4449249
76.5,25.5,2.225853,2.11456035,2.33714565,2.0032677,2.4484383
82.5,26.5,2.233448,2.1217756,2.3451204,2.0101032,2.4567928
21.5,45.5,2.26802,2.154619,2.381421,2.041218,2.494822
-2.5,40.5,2.287112,2.1727564,2.4014676,2.0584008,2.5158232
140.5,38.5,2.288508,2.1740826,2.4029334,2.0596572,2.5173588
18.5,-33.5,2.292288,2.1776736,2.4069024,2.0630592,2.5215168
33.5,50.5,2.29434,2.179623,2.409057,2.064906,2.523774
98.5,27.5,2.307768,2.1923796,2.4231564,2.0769912,2.5385448
92.5,30.5,2.311648,2.1960656,2.4272304,2.0804832,2.5428128
124.5,47.5,2.313142,2.1974849,2.4287991,2.0818278,2.5444562
-61.5,-27.5,2.314747,2.19900965,2.43048435,2.0832723,2.5462217
146.5,-34.5,2.319192,2.2032324,2.4351516,2.0872728,2.5511112
-98.5,44.5,2.331989,2.21538955,2.44858845,2.0987901,2.5651879
102.5,23.5,2.343394,2.2262243,2.4605637,2.1090546,2.5777334
10.5,54.5,2.345758,2.2284701,2.4630459,2.1111822,2.5803338
117.5,41.5,2.356635,2.23880325,2.47446675,2.1209715,2.5922985
70.5,26.5,2.369665,2.25118175,2.48814825,2.1326985,2.6066315
32.5,-24.5,2.374891,2.25614645,2.49363555,2.1374019,2.6123801
147.5,-35.5,2.384951,2.26570345,2.50419855,2.1464559,2.6234461
32.5,50.5,2.394207,2.27449665,2.51391735,2.1547863,2.6336277
14.5,47.5,2.407914,2.2875183,2.5283097,2.1671226,2.6487054
125.5,42.5,2.418234,2.2973223,2.5391457,2.1764106,2.6600574
-115.5,33.5,2.44162,2.319539,2.563701,2.197458,2.685782
133.5,34.5,2.444068,2.3218646,2.5662714,2.1996612,2.6884748
-104.5,33.5,2.444474,2.3222503,2.5666977,2.2000266,2.6889214
148.5,-34.5,2.45972,2.336734,2.582706,2.213748,2.705692
20.5,-19.5,2.481515,2.35743925,2.60559075,2.2333635,2.7296665
-112.5,45.5,2.483409,2.35923855,2.60757945,2.2350681,2.7317499
118.5,49.5,2.489422,2.3649509,2.6138931,2.2404798,2.7383642
-97.5,33.5,2.492906,2.3682607,2.6175513,2.2436154,2.7421966
109.5,40.5,2.495446,2.3706737,2.6202183,2.2459014,2.7449906
38.5,47.5,2.500309,2.37529355,2.62532445,2.2502781,2.7503399
24.5,42.5,2.515163,2.38940485,2.64092115,2.2636467,2.7666793
78.5,35.5,2.576032,2.4472304,2.7048336,2.3184288,2.8336352
-60.5,-34.5,2.582984,2.4538348,2.7121332,2.3246856,2.8412824
25.5,-33.5,2.597589,2.46770955,2.72746845,2.3378301,2.8573479
97.5,37.5,2.599916,2.4699202,2.7299118,2.3399244,2.8599076
130.5,45.5,2.603224,2.4730628,2.7333852,2.3429016,2.8635464
-88.5,33.5,2.608666,2.4782327,2.7390993,2.3477994,2.8695326
111.5,34.5,2.616598,2.4857681,2.7474279,2.3549382,2.8782578
-101.5,40.5,2.634728,2.5029916,2.7664644,2.3712552,2.8982008
-4.5,42.5,2.647059,2.51470605,2.77941195,2.3823531,2.9117649
-97.5,44.5,2.654956,2.5222082,2.7877038,2.3894604,2.9204516
99.5,26.5,2.660514,2.5274883,2.7935397,2.3944626,2.9265654
30.5,29.5,2.664983,2.53173385,2.79823215,2.3984847,2.9314813
-61.5,-38.5,2.678861,2.54491795,2.81280405,2.4109749,2.9467471
-113.5,27.5,2.690928,2.5563816,2.8254744,2.4218352,2.9600208
26.5,44.5,2.691475,2.55690125,2.82604875,2.4223275,2.9606225
89.5,46.5,2.702356,2.5672382,2.8374738,2.4321204,2.9725916
108.5,30.5,2.708188,2.5727786,2.8435974,2.4373692,2.9790068
-119.5,44.5,2.724783,2.58854385,2.86102215,2.4523047,2.9972613
-81.5,33.5,2.728404,2.5919838,2.8648242,2.4555636,3.0012444
27.5,47.5,2.739295,2.60233025,2.87625975,2.4653655,3.0132245
102.5,34.5,2.739736,2.6027492,2.8767228,2.4657624,3.0137096
-96.5,36.5,2.751635,2.61405325,2.88921675,2.4764715,3.0267985
120.5,49.5,2.805997,2.66569715,2.94629685,2.5253973,3.0865967
-120.5,44.5,2.81096,2.670412,2.951508,2.529864,3.092056
95.5,35.5,2.828149,2.68674155,2.96955645,2.5453341,3.1109639
29.5,-25.5,2.828557,2.68712915,2.96998485,2.5457013,3.1114127
126.5,35.5,2.84622,2.703909,2.988531,2.561598,3.130842
-99.5,39.5,2.886651,2.74231845,3.03098355,2.5979859,3.1753161
40.5,46.5,2.893294,2.7486293,3.0379587,2.6039646,3.1826234
123.5,49.5,2.897562,2.7526839,3.0424401,2.6078058,3.1873182
116.5,40.5,2.898772,2.7538334,3.0437106,2.6088948,3.1886492
24.5,53.5,2.90802,2.762619,3.053421,2.617218,3.198822
42.5,46.5,2.915758,2.7699701,3.0615459,2.6241822,3.2073338
20.5,45.5,2.918844,2.7729018,3.0647862,2.6269596,3.2107284
-82.5,38.5,2.936633,2.78980135,3.08346465,2.6429697,3.2302963
-88.5,44.5,2.942185,2.79507575,3.08929425,2.6479665,3.2364035
-50.5,-17.5,2.948875,2.80143125,3.09631875,2.6539875,3.2437625
-101.5,18.5,2.969875,2.82138125,3.11836875,2.6728875,3.2668625
10.5,43.5,2.988975,2.83952625,3.13842375,2.6900775,3.2878725
108.5,41.5,2.991328,2.8417616,3.1408944,2.6921952,3.2904608
-91.5,37.5,3.104107,2.94890165,3.25931235,2.7936963,3.4145177
105.5,30.5,3.121775,2.96568625,3.27786375,2.8095975,3.4339525
-76.5,40.5,3.124186,2.9679767,3.2803953,2.8117674,3.4366046
-121.5,42.5,3.129902,2.9734069,3.2863971,2.8169118,3.4428922
-113.5,53.5,3.139864,2.9828708,3.2968572,2.8258776,3.4538504
88.5,43.5,3.188992,3.0295424,3.3484416,2.8700928,3.5078912
22.5,51.5,3.201961,3.04186295,3.36205905,2.8817649,3.5221571
0.5,41.5,3.20386,3.043667,3.364053,2.883474,3.524246
-80.5,34.5,3.204907,3.04466165,3.36515235,2.8844163,3.5253977
30.5,49.5,3.262505,3.09937975,3.42563025,2.9362545,3.5887555
101.5,29.5,3.278509,3.11458355,3.44243445,2.9506581,3.6063599
-48.5,-19.5,3.279308,3.1153426,3.4432734,2.9513772,3.6072388
16.5,46.5,3.29278,3.128141,3.457419,2.963502,3.622058
-6.5,40.5,3.308235,3.14282325,3.47364675,2.9774115,3.6390585
80.5,25.5,3.317559,3.15168105,3.48343695,2.9858031,3.6493149
-86.5,38.5,3.329655,3.16317225,3.49613775,2.9966895,3.6626205
17.5,-22.5,3.330527,3.16400065,3.49705335,2.9974743,3.6635797
25.5,49.5,3.335104,3.1683488,3.5018592,3.0015936,3.6686144
-94.5,37.5,3.340433,3.17341135,3.50745465,3.0063897,3.6744763
-79.5,36.5,3.352315,3.18469925,3.51993075,3.0170835,3.6875465
119.5,44.5,3.372407,3.20378665,3.54102735,3.0351663,3.7096477
5.5,43.5,3.397281,3.22741695,3.56714505,3.0575529,3.7370091
99.5,37.5,3.402737,3.23260015,3.57287385,3.0624633,3.7430107
-77.5,35.5,3.441389,3.26931955,3.61345845,3.0972501,3.7855279
104.5,29.5,3.452538,3.2799111,3.6251649,3.1072842,3.7977918
82.5,43.5,3.469732,3.2962454,3.6432186,3.1227588,3.8167052
32.5,-13.5,3.47418,3.300471,3.647889,3.126762,3.821598
16.5,59.5,3.479027,3.30507565,3.65297835,3.1311243,3.8269297
87.5,43.5,3.491679,3.31709505,3.66626295,3.1425111,3.8408469
15.5,52.5,3.495789,3.32099955,3.67057845,3.1462101,3.8453679
-106.5,28.5,3.606785,3.42644575,3.78712425,3.2461065,3.9674635
-70.5,-34.5,3.633262,3.4515989,3.8149251,3.2699358,3.9965882
121.5,43.5,3.710108,3.5246026,3.8956134,3.3390972,4.0811188
76.5,36.5,3.742331,3.55521445,3.92944755,3.3680979,4.1165641
-78.5,38.5,3.820449,3.62942655,4.01147145,3.4384041,4.2024939
120.5,36.5,3.836762,3.6449239,4.0286001,3.4530858,4.2204382
-85.5,39.5,3.947933,3.75053635,4.14532965,3.5531397,4.3427263
100.5,34.5,3.965246,3.7669837,4.1635083,3.5687214,4.3617706
-72.5,-38.5,3.967718,3.7693321,4.1661039,3.5709462,4.3644898
79.5,40.5,4.084594,3.8803643,4.2888237,3.6761346,4.4930534
-73.5,-39.5,4.084659,3.88042605,4.28889195,3.6761931,4.4931249
-109.5,26.5,4.09384,3.889148,4.298532,3.684456,4.503224
2.5,44.5,4.174763,3.96602485,4.38350115,3.7572867,4.5922393
31.5,-21.5,4.187365,3.97799675,4.39673325,3.7686285,4.6061015
-90.5,39.5,4.266823,4.05348185,4.48016415,3.8401407,4.6935053
17.5,47.5,4.277737,4.06385015,4.49162385,3.8499633,4.7055107
-87.5,39.5,4.296071,4.08126745,4.51087455,3.8664639,4.7256781
26.5,-26.5,4.310403,4.09488285,4.52592315,3.8793627,4.7414433
103.5,30.5,4.335649,4.11886655,4.55243145,3.9020841,4.7692139
98.5,38.5,4.398165,4.17825675,4.61807325,3.9583485,4.8379815
115.5,32.5,4.442976,4.2208272,4.6651248,3.9986784,4.8872736
-89.5,42.5,4.556067,4.32826365,4.78387035,4.1004603,5.0116737
30.5,-20.5,4.586374,4.3570553,4.8156927,4.1277366,5.0450114
113.5,34.5,4.632514,4.4008883,4.8641397,4.1692626,5.0957654
-108.5,38.5,4.713132,4.4774754,4.9487886,4.2418188,5.1844452
114.5,35.5,4.759607,4.52162665,4.99758735,4.2836463,5.2355677
13.5,-18.5,4.840079,4.59807505,5.08208295,4.3560711,5.3240869
-7.5,54.5,4.84667,4.6043365,5.0890035,4.362003,5.331337
-71.5,-34.5,4.847186,4.6048267,5.0895453,4.3624674,5.3319046
22.5,-15.5,4.875993,4.63219335,5.11979265,4.3883937,5.3635923
31.5,-10.5,4.89443,4.6497085,5.1391515,4.404987,5.383873
112.5,31.5,4.985676,4.7363922,5.2349598,4.4871084,5.4842436
119.5,32.5,5.071694,4.8181093,5.3252787,4.5645246,5.5788634
91.5,33.5,5.097232,4.8423704,5.3520936,4.5875088,5.6069552
-122.5,38.5,5.139651,4.88266845,5.39663355,4.6256859,5.6536161
-107.5,28.5,5.202311,4.94219545,5.46242655,4.6820799,5.7225421
16.5,-23.5,5.223554,4.9623763,5.4847317,4.7011986,5.7459094
13.5,51.5,5.31073,5.0451935,5.5762665,4.779657,5.841803
24.5,-17.5,5.347367,5.07999865,5.61473535,4.8126303,5.8821037
-123.5,44.5,5.354432,5.0867104,5.6221536,4.8189888,5.8898752
27.5,-19.5,5.377384,5.1085148,5.6462532,4.8396456,5.9151224
-117.5,41.5,5.401372,5.1313034,5.6714406,4.8612348,5.9415092
11.5,49.5,5.510558,5.2350301,5.7860859,4.9595022,6.0616138
-118.5,43.5,5.51716,5.241302,5.793018,4.965444,6.068876
-113.5,42.5,5.583115,5.30395925,5.86227075,5.0248035,6.1414265
8.5,47.5,5.69663,5.4117985,5.9814615,5.126967,6.266293
29.5,-14.5,5.946138,5.6488311,6.2434449,5.3515242,6.5407518
6.5,48.5,6.064973,5.76172435,6.36822165,5.4584757,6.6714703
-112.5,32.5,6.080154,5.7761463,6.3841617,5.4721386,6.6881694
3.5,46.5,6.132891,5.82624645,6.43953555,5.5196019,6.7461801
-0.5,48.5,6.287308,5.9729426,6.6016734,5.6585772,6.9160388
-1.5,47.5,6.483491,6.15931645,6.80766555,5.8351419,7.1318401
12.5,50.5,6.54486,6.217617,6.872103,5.890374,7.199346
-9.5,52.5,6.690888,6.3563436,7.0254324,6.0217992,7.3599768
4.5,46.5,6.739941,6.40294395,7.07693805,6.0659469,7.4139351
-3.5,54.5,6.741332,6.4042654,7.0783986,6.0671988,7.4154652
1.5,49.5,8.044737,7.64250015,8.44697385,7.2402633,8.8492107
